Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),PLENUM-1:Zone Mean Air Temperature [C](TimeStep),PLENUM-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE1-1:Zone Mean Air Temperature [C](TimeStep),SPACE1-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE2-1:Zone Mean Air Temperature [C](TimeStep),SPACE2-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE3-1:Zone Mean Air Temperature [C](TimeStep),SPACE3-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE4-1:Zone Mean Air Temperature [C](TimeStep),SPACE4-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE5-1:Zone Mean Air Temperature [C](TimeStep),SPACE5-1:Zone Mean Air Dewpoint Temperature [C](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),PLENUM-1:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),OCCUPY-1:Schedule Value [](TimeStep),HTG-SETP-SCH:Schedule Value [](TimeStep),CLG-SETP-SCH:Schedule Value [](TimeStep),SPACE1-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),OA HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),MAIN HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),CENTRAL BOILER:Boiler Heating Rate [W](Hourly),CENTRAL BOILER:Boiler NaturalGas Rate [W](Hourly),CENTRAL CHILLER:Chiller Electricity Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Cooling Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Inlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Outlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](Hourly),CENTRAL CHILLER:Chiller Condenser Heat Transfer Rate [W](Hourly),HW CIRC PUMP:Pump Outlet Temperature [C](Hourly),HW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),CW CIRC PUMP:Pump Outlet Temperature [C](Hourly),CW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),MIXED AIR NODE 1:System Node Temperature [C](Hourly),MIXED AIR NODE 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),MIXED AIR NODE 1:System Node Dewpoint Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),VAV SYS 1 OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),VAV SYS 1 OUTLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Temperature [C](Hourly),OA MIXING BOX 1 INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA MIXING BOX 1 INLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Setpoint Temperature [C](Hourly),Electricity:Facility [J](TimeStep) 
 07/22  06:45:00,,22.674999999999997,93.25,21.90928867379062,,22.20100886245146,,21.934315624485023,,22.19902842475881,,21.801119809699877,,21.909921256903843,,,,,,,,,,,,,,,,,,,,,,,,3996.4415915641857,-0.7774322941052779,-0.8286912818185268,-0.7787036966801886,-0.8524710964156341,-0.8221849380190206,0.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596797.432407767 
 07/22  07:00:00,22.6625,22.7,93.0,21.92954396976262,12.476179950791586,22.199986034339954,12.201350182252028,21.994344339760097,11.904305194878518,22.201215421053845,12.130570635538716,21.851949142741574,11.879213200214966,21.96459140699753,13.341139739555896,21.864608108771915,76.789674478554,15.309987135913008,22.108034931176327,594.1665296022928,0.0,21.87013690674106,205.98576748145916,0.0,22.09463292435989,573.608852989822,0.0,21.75237619339636,165.1178435675169,0.0,21.81272675307007,735.2998361578506,0.0,0.0,6217.481471639694,11062.688665404097,0.0,3994.042199381613,-0.772022182672898,-0.8120305643134808,-0.7705704575824134,-0.8380527019361658,-0.8129302600295436,0.0,22.2,23.9,1419.4351456749887,815.0823607372881,1459.3723634501466,904.8518805045389,1461.787621735588,0.0,0.0,9662.032086375717,3466.8567789364247,1040.3281854535217,1040.3281854535217,6217.481471639694,7771.851839549618,2611.222904606153,11062.688665404097,8.768533792438241,7.219999999999999,1.7039915439234257,13673.91157001025,70.1254933726581,0.12487154241584492,8.768533792438241,1.7039915439234259,14.4120193778437,0.009258470269249846,11.903054914435037,13.000265640165987,0.4167442235680826,0.009258470269249846,13.0,82.0,0.0,0.0,0.04694157331081941,7.219999999999999,1.0409551824583063,11.499659063968425,0.2994911162418201,0.00909711918726179,11.5,22.6625,0.2994911162418201,0.01729817822175375,4.5,3594637.979443452 
 07/22  07:15:00,,22.724999999999998,93.0,21.940018125576188,,22.19875342102467,,22.059556574464516,,22.199979628777093,,21.908865439139426,,22.007583665913533,,,,,,,,,,,,,,,,,,,,,,,,3999.008200657829,-0.7681080350694349,-0.7947926731829233,-0.7647652026626006,-0.8228079271483718,-0.8056683569925278,0.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3599107.3805920463 
 07/22  07:30:00,,22.75,93.0,21.952574761600175,,22.199374310855355,,22.124544997860546,,22.19875768887403,,21.966181515360134,,22.046616708944004,,,,,,,,,,,,,,,,,,,,,,,,4003.792666352756,-0.7646145703649039,-0.7776695322117455,-0.7597671438916,-0.8074843674825433,-0.7993224568908416,0.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603413.3997174804 
 07/22  07:45:00,,22.775000000000002,93.0,21.965811482728647,,22.201328766520433,,22.179983672765115,,22.19877697027977,,22.01508308625893,,22.080498008510734,,,,,,,,,,,,,,,,,,,,,,,,4009.342176623224,-0.7619269727942659,-0.7631767993920794,-0.7562289630338215,-0.7945484011630649,-0.7937636385618961,0.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608407.9589609015 
 07/22  08:00:00,22.7625,22.8,93.0,21.978817754587258,12.1709949765882,22.200600410306983,11.958525184883603,22.198742240175196,11.847094232960652,22.198833516240562,11.927920023590456,22.05668924963516,11.838883839725636,22.108931922044277,12.714287750272344,21.959305531123064,132.86737920251062,0.0,22.200014227176858,419.4529822314205,0.0,22.140706871316343,180.3381729365277,0.0,22.199086951042865,365.67878429963196,0.0,21.986704822598412,143.7001933396271,0.0,22.060907576353138,706.8192263532824,0.0,0.0,5650.0368785876635,11150.81193533135,0.0,4015.1065025765174,-0.7599363202931737,-0.7544464304271823,-0.7532757287883605,-0.7832655391923052,-0.7890768080783378,0.0,22.2,23.9,1257.0357460759415,809.6425949271407,1265.5553957910781,904.8315382012895,1461.7554098300245,0.0,0.0,9718.513282365022,3497.9818474030244,1052.173002377207,1052.1730023772066,5650.0368785876635,7062.546098234579,2632.1571336557604,11150.81193533135,8.79181156416816,7.22,1.6920567780593971,13782.969068987111,69.52110674473636,0.10807126278136983,8.79181156416816,1.6920567780593971,14.440749540276444,0.009196301516225072,11.809301606899222,13.00102435128427,0.4167442235680826,0.009196301516225072,13.0,82.0,0.0,0.0,0.04791729803284938,7.219999999999999,1.0480489123919559,11.500017703669895,0.2994911162418201,0.009092024329073719,11.5,22.7625,0.2994911162418201,0.017326647172182907,4.5,3613595.8523188657 
 07/22  08:15:00,,22.875,92.75,22.410025714813557,,22.217636108476167,,22.20039639645632,,22.221895425893166,,22.19400803808408,,22.475613523739508,,,,,,,,,,,,,,,,,,,,,,,,12278.94218653069,-0.7073554911106298,-0.7033448130189074,-0.6982964566215346,-0.7136274560180992,-0.6793115834961733,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11051047.967877623 
 07/22  08:30:00,,22.950000000000003,92.5,22.650000592842183,,22.283417439217203,,22.20035341935248,,22.28205254834414,,22.200588310376368,,22.871643345569304,,,,,,,,,,,,,,,,,,,,,,,,12317.294594138468,-0.657509649003457,-0.6622381188740231,-0.6462125689040623,-0.6685609303514913,-0.5755320512464074,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085565.13472462 
 07/22  08:45:00,,23.025000000000002,92.25,22.792754302778796,,22.396031522318356,,22.201125494687588,,22.39499646040377,,22.20048435529737,,23.12809369497827,,,,,,,,,,,,,,,,,,,,,,,,12341.362652148418,-0.6105315196350195,-0.6336756801624174,-0.5978984613350914,-0.6401180487649711,-0.4973438304777044,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11107226.386933576 
 07/22  09:00:00,22.987500000000004,23.1,92.0,22.91764518723957,12.539839913684851,22.553014989208727,13.155916269463386,22.200197991985448,12.911147779797084,22.56035572754816,13.114636955476497,22.199023822352512,12.794102662009045,23.283199390546176,13.821169563613882,22.692606449418527,1198.284588650427,0.0,22.362525014805115,0.0,853.6067243596565,22.200518325620457,0.0,468.65632435826194,22.36482504054731,0.0,917.3383461809053,22.198526131527583,0.0,449.3568280160823,22.939637488708314,0.0,830.8208858749949,0.0,333.6819778718973,11403.374933755278,0.0,12364.53313744314,-0.5560451028158213,-0.6079966875234548,-0.5408503895159875,-0.6150037302182746,-0.4416458364458741,1.0,22.2,23.9,0.0,165.34093860899145,0.0,330.2455007806882,0.0,0.0,0.0,9880.31502861145,3568.602021969484,1123.0043861872475,1123.0043861872477,333.6819778718973,417.1024723398716,2691.503206014022,11403.374933755278,8.786029047273972,7.22,1.7371642705837895,14094.8781397693,61.85904657918636,0.004151425769126094,8.786029047273972,1.7371642705837895,14.606073643438933,0.00920633088171296,11.830409748560697,13.00006703092587,0.4167442235680826,0.00920633088171296,13.0,81.99999999999999,0.0,0.0,0.05074453307476317,7.22,1.0688043354257848,11.500057722934503,0.2994911162418201,0.009088476445237855,11.5,22.987500000000004,0.2994911162418201,0.017443803496356936,4.5,11128079.823698826 
 07/22  09:15:00,,23.300000000000004,91.0,23.088181039868978,,23.01125193222682,,22.402703276006694,,23.02946216715638,,22.199530269187868,,23.736373692975782,,,,,,,,,,,,,,,,,,,,,,,,15323.266917727331,-0.4622006896593807,-0.55590655000372,-0.4437159748792022,-0.5907216988626958,-0.34576484025424264,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13790940.225954598 
 07/22  09:30:00,,23.5,90.0,23.293656559333055,,23.40304493345002,,22.607697471757803,,23.434587253065878,,22.227681301886033,,23.895519360690905,,,,,,,,,,,,,,,,,,,,,,,,15529.079199196007,-0.3726456982968059,-0.5036222475179458,-0.35038893106428587,-0.5696149157411875,-0.2847824837237636,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13976171.279276405 
 07/22  09:45:00,,23.699999999999996,89.0,23.480858251681838,,23.634902912916647,,22.782842609701085,,23.69610690073077,,22.32987261037261,,23.898549682090096,,,,,,,,,,,,,,,,,,,,,,,,15653.076283009334,-0.3043028817730035,-0.4478573856944478,-0.2712877425067054,-0.5313542206432708,-0.2651767129613868,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14087768.6547084 
 07/22  10:00:00,23.6,23.9,88.0,23.649823789130984,14.057162113515624,23.809890084523687,14.44169660708583,22.969285130747483,13.645757264562636,23.88271023170336,14.332401483176325,22.487222814202273,13.348498958194572,23.898435448317397,15.36740823193887,23.378129910003715,1297.9298320552587,0.0,23.464772465779294,0.0,956.4427883303939,22.690632122053263,0.0,669.1286408501176,23.510716638164098,0.0,1043.6468448130167,22.311076748912196,0.0,783.8762134297642,23.857219546018545,0.0,1414.2491471429466,0.0,7.02039776031776,12697.84670546901,0.0,15733.397258355297,-0.24717606223525757,-0.38913593747748476,-0.20459845350934655,-0.4828362291655514,-0.2520544958349128,1.0,22.2,23.9,0.0,0.0,0.0,6.787160663223839,0.0,0.0,0.0,10150.412433883204,3759.4414172937695,2118.933603753037,1711.671636459624,7.02039776031776,8.775497200397199,2992.687392832257,12697.84670546901,8.783042343084386,7.22,1.9366162323027019,15690.534098301267,57.58490990220751,0.00006870256812233678,8.783042343084386,1.9366162323027019,15.626832347585832,0.009587459235351484,12.441952032652074,12.989745020761829,0.46279456134225316,0.009247875261768474,13.0,81.99999999999999,0.0,0.0,0.09148768957211972,7.22,1.1033355276908068,11.500143496151304,0.2994911162418201,0.0090713335195818,11.5,23.6,0.2994911162418201,0.017531580299948404,4.5,14160057.532519769 
 07/22  10:15:00,,24.224999999999998,86.25,23.84654471428636,,23.891375658395955,,23.180751325465096,,23.89664344544169,,22.66732562245621,,23.898262921521617,,,,,,,,,,,,,,,,,,,,,,,,16356.19525317488,-0.2032198020346855,-0.32272820315880396,-0.1625735972786572,-0.425857056123434,-0.24050839779676128,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14720575.72785739 
 07/22  10:30:00,,24.549999999999997,84.5,24.031065132298842,,23.89752301643896,,23.41075991286355,,23.897820590076588,,22.86175533054102,,23.898198853000114,,,,,,,,,,,,,,,,,,,,,,,,16539.183500507716,-0.1759347139346204,-0.25334632423396664,-0.13029112439526752,-0.3658782671846641,-0.23263110832203826,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14885265.150456943 
 07/22  10:45:00,,24.875,82.75,24.209485106429444,,23.897913295596048,,23.68217416414299,,23.897762487065084,,23.045446039596712,,23.89767893615987,,,,,,,,,,,,,,,,,,,,,,,,16740.494799024244,-0.15041284791617143,-0.16726592013103833,-0.09314687140605529,-0.31090584725253445,-0.2245416533998596,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15066445.319121819 
 07/22  11:00:00,24.7125,25.2,81.0,24.38175617265369,14.583561562409756,23.897856576634165,14.692066277731872,23.87341622751714,13.805905204125473,23.89771761715026,14.37487094021295,23.230674044807362,13.41360388633499,23.897635057511575,15.338726852807257,24.117212781417084,1218.01020350534,0.0,23.896167136766284,0.0,1346.969427411995,23.536775407497196,0.0,743.0218511951073,23.897486034933404,0.0,1635.3625964899525,22.951300259350326,0.0,847.7864940010421,23.897943942048297,0.0,1963.269105103022,0.0,0.0,15401.627085223547,0.0,16939.794526073994,-0.12919578891927774,-0.09818621386540875,-0.0647541330982905,-0.2525278380353099,-0.21735659242426073,1.0,22.2,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10497.988499245375,4103.502257725926,4491.207988772534,3333.1763236256584,0.0,0.0,3647.0854280391677,15401.627085223547,9.016859892403161,7.22,2.0438018360263808,19048.712513262715,57.58745006003115,0.0,9.016859892403161,2.0438018360263808,17.637153819658444,0.010018077958066973,13.105843618362751,12.958597584567158,0.5922517532193278,0.009248421421989722,13.0,81.99999999999999,0.0,0.0,0.18931862039310346,7.22,1.1461650752768635,11.50458518269204,0.2994911162418201,0.009038660196545322,11.5,24.7125,0.2994911162418201,0.01750353277415497,4.5,15245815.073466593 
 07/22  11:15:00,,25.349999999999998,79.5,24.54288059661266,,23.897996087615166,,23.895251966465786,,23.897892903036283,,23.31037286585263,,23.89788077172815,,,,,,,,,,,,,,,,,,,,,,,,16523.65234208102,-0.11580669539465686,-0.06583736948355234,-0.045396012745209595,-0.22030241392102629,-0.21628422344680512,0.8,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14871287.107872916 
 07/22  11:30:00,,25.5,78.0,24.71182545939026,,23.89803755846003,,23.897869550975038,,23.898006519998447,,23.40708074131574,,23.89792238222147,,,,,,,,,,,,,,,,,,,,,,,,16615.3656669938,-0.10093865246362835,-0.04331628790950702,-0.02875301147333489,-0.1833927473457199,-0.21274210701326982,0.8,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14953829.100294419 
 07/22  11:45:00,,25.650000000000002,76.5,24.883180883216184,,23.898158270529724,,23.89828580194922,,23.898196105119354,,23.520209434913184,,23.897975108945904,,,,,,,,,,,,,,,,,,,,,,,,16652.534429538457,-0.09421136332773564,-0.03815947833658189,-0.02481509919038203,-0.15223318541906547,-0.2092266023662305,0.8,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14987280.986584611 
 07/22  12:00:00,25.575,25.8,75.0,25.062218211856447,14.224617656368686,23.89826632089639,14.010680948760498,23.898413117650893,13.555760611283917,23.89833134615174,13.599071429051682,23.648602679440774,13.337772209879637,23.898024128027224,14.868814358678417,24.800026287768887,755.3945593016665,0.0,23.89811455937533,0.0,1652.7096187992738,23.897455109260232,0.0,909.0995994029967,23.898106718576454,0.0,2034.6651077723343,23.47156643038058,0.0,889.2629516856168,23.897950597730684,0.0,1971.0233220430305,0.0,0.0,16665.773601775865,0.0,16684.29157313468,-0.08671571166837665,-0.029751253192159603,-0.016902718311817284,-0.11232659470145451,-0.20583075942455528,0.8,22.2,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10426.402987999274,4368.949002359021,5792.97072781537,4469.665978500319,0.0,0.0,3976.293313648266,16665.773601775865,9.165222790172763,7.22,2.043989268479411,20642.066915424133,57.58745006003115,0.0,9.165222790172763,2.043989268479411,18.77286759937666,0.010035251941513034,13.139033457237904,12.991301166407847,0.670461317367876,0.009252294944244493,13.0,81.99999999999999,0.0,0.0,0.24259039978493252,7.22,1.1359770811401229,11.500014664798794,0.2994911162418201,0.008983762944720685,11.5,25.575,0.2994911162418201,0.017002506937954288,4.5,15015862.415821215 
 07/22  12:15:00,,25.900000000000002,74.5,25.210791887057017,,23.898622923110633,,23.898716689325763,,23.898654801937987,,23.579561185596088,,23.898509128467712,,,,,,,,,,,,,,,,,,,,,,,,15199.371156583587,-0.09391244291100462,-0.038596716986141644,-0.025947556177851862,-0.11926449107178802,-0.21728978878514224,0.4,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13679434.040925229 
 07/22  12:30:00,,26.0,74.0,25.379474377767526,,23.8987588250316,,23.898828070746625,,23.898782117907487,,23.55927523158793,,23.8986058796733,,,,,,,,,,,,,,,,,,,,,,,,15215.97377643102,-0.09618405770543,-0.03394502917040973,-0.02452545466927799,-0.10985025015966295,-0.2209553520895739,0.4,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694376.398787918 
 07/22  12:45:00,,26.099999999999998,73.5,25.547909260343545,,23.898924380912185,,23.89899966295871,,23.898963528246835,,23.607441818385645,,23.898711406407866,,,,,,,,,,,,,,,,,,,,,,,,15221.96968788717,-0.09878251259160344,-0.035425562761215806,-0.028909750410218697,-0.09894239674013566,-0.22348528174566112,0.4,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13699772.719098456 
 07/22  13:00:00,26.05,26.2,73.0,25.70744435424271,13.567187673552308,23.899060464996367,13.233245319623926,23.899140875369707,12.923452425066486,23.89910852006569,12.935191468033555,23.667026798560897,12.840957586247285,23.898805692145068,14.213898704150818,25.4614049698527,193.7916208460697,0.0,23.898841648512697,0.0,1535.711041828667,23.898921324600202,0.0,863.9801014206703,23.898877242039497,0.0,1895.176989828322,23.60332625853264,0.0,898.0532388931022,23.898658026673488,0.0,1608.060511755435,0.0,0.0,15534.373413746172,0.0,15223.585196236014,-0.10054988700004466,-0.03701497529192628,-0.03166260639798984,-0.08478687084609356,-0.22495161350491272,0.4,22.2,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10356.270892107927,4513.883934103201,4692.585135242318,3956.3325529463946,0.0,0.0,3717.1934508814634,15534.373413746172,9.044780979052796,7.22,2.030639340717468,19251.566864627635,57.58745006003115,0.0,9.044780979052796,2.030639340717468,18.562536701815176,0.009716479345683118,12.652775279202743,13.014137019490533,0.6125624257642424,0.009240099725279767,13.0,81.99999999999999,0.0,0.0,0.19516548080646773,7.22,1.1253335128352904,11.500011553088118,0.2994911162418201,0.008956410323361032,11.5,26.05,0.2994911162418201,0.016690452635309386,4.5,13701226.676612413 
 07/22  13:15:00,,26.224999999999998,72.75,25.83755565939085,,23.898975862385814,,23.899077031564243,,23.89904196610874,,23.868645904734585,,23.898556236524172,,,,,,,,,,,,,,,,,,,,,,,,16340.112595999119,-0.09139611209197468,-0.028817793691295703,-0.023827172781540538,-0.040302228063159126,-0.21297697312010783,0.8,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14706101.336399209 
 07/22  13:30:00,,26.25,72.5,25.94317756101699,,23.898948656914214,,23.899025248176276,,23.898994870303845,,23.894727473830635,,23.89854601118926,,,,,,,,,,,,,,,,,,,,,,,,16378.56742148924,-0.08673297346198641,-0.024806729223499992,-0.02052790811086793,-0.020745744392449073,-0.20656189539813333,0.8,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14740710.679340316 
 07/22  13:45:00,,26.275000000000002,72.25,26.038290740172364,,23.89885370656928,,23.898900859842886,,23.898873916482327,,23.89831129755168,,23.898494193531693,,,,,,,,,,,,,,,,,,,,,,,,16372.115297115755,-0.08569922445373049,-0.02597115647283477,-0.02247984474862975,-0.014187273996199783,-0.20119100680130397,0.8,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14734903.76740418 
 07/22  14:00:00,26.2625,26.3,72.0,26.122034256652675,13.203633361097722,23.898768196562887,13.207749538921876,23.89880137665875,12.986142664924316,23.89877351550411,12.994464490382757,23.898705139101107,12.947028348307061,23.89843779862619,14.024273497104465,25.985264554308223,0.0,185.03521941494182,23.89888660560805,0.0,1795.269616719032,23.89895112906054,0.0,975.6947177184556,23.898921067099756,0.0,2116.484455447636,23.8900974538045,0.0,988.5168210216584,23.89850855996783,0.0,2122.1573189125675,0.0,0.0,17058.3455629084,0.0,16376.554858267478,-0.08732315885220464,-0.03055088780527599,-0.02769698411139084,-0.014613292993644876,-0.197275449061753,0.8,22.2,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10354.156415416057,4579.53003337579,6291.863596951943,5552.378679070237,0.0,0.0,4096.396495319549,17058.3455629084,9.2556871509843,7.219999999999999,1.9991300546285928,21154.742058227945,57.58745006003115,0.0,9.2556871509843,1.9991300546285928,19.870867416340346,0.009605384066236662,12.470555704685282,12.983370418260256,0.7158245568249799,0.009195828432866503,13.0,81.99999999999999,0.0,0.0,0.2642158573006579,7.22,1.1249438032691854,11.498383489952916,0.2994911162418201,0.008950744864503994,11.5,26.2625,0.2994911162418201,0.016595096164681074,4.5,14738899.37244073 
 07/22  14:15:00,,26.175,73.0,26.23002897961301,,23.898678894540563,,23.898706976428993,,23.89867624310578,,23.898691920198004,,23.898325374043964,,,,,,,,,,,,,,,,,,,,,,,,16731.93592848671,-0.08584054818506745,-0.029469042042357035,-0.02671388308000337,-0.01840482072520364,-0.18660886070422106,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15058742.335638039 
 07/22  14:30:00,,26.05,74.0,26.308811179709185,,23.898603727208066,,23.89863130210407,,23.898598520952383,,23.898634240377554,,23.89824405371769,,,,,,,,,,,,,,,,,,,,,,,,16739.483421282843,-0.0878995979652196,-0.03470379054105074,-0.03273677169826865,-0.025742434950664115,-0.18074143096522854,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15065535.079154558 
 07/22  14:45:00,,25.925,75.0,26.364066389317475,,23.898501677515014,,23.898527427531597,,23.89849087844469,,23.89852922171112,,23.898151310536672,,,,,,,,,,,,,,,,,,,,,,,,16761.221016527656,-0.08706017226398066,-0.03562390087081638,-0.03364789487832192,-0.026088858161565046,-0.17646599782133343,1.0,22.2,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15085098.91487489 
