Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),PLENUM-1:Zone Mean Air Temperature [C](TimeStep),PLENUM-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE1-1:Zone Mean Air Temperature [C](TimeStep),SPACE1-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE2-1:Zone Mean Air Temperature [C](TimeStep),SPACE2-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE3-1:Zone Mean Air Temperature [C](TimeStep),SPACE3-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE4-1:Zone Mean Air Temperature [C](TimeStep),SPACE4-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE5-1:Zone Mean Air Temperature [C](TimeStep),SPACE5-1:Zone Mean Air Dewpoint Temperature [C](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),PLENUM-1:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),OCCUPY-1:Schedule Value [](TimeStep),HTG-SETP-SCH:Schedule Value [](TimeStep),CLG-SETP-SCH:Schedule Value [](TimeStep),SPACE1-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),OA HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),MAIN HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),CENTRAL BOILER:Boiler Heating Rate [W](Hourly),CENTRAL BOILER:Boiler NaturalGas Rate [W](Hourly),CENTRAL CHILLER:Chiller Electricity Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Cooling Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Inlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Outlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](Hourly),CENTRAL CHILLER:Chiller Condenser Heat Transfer Rate [W](Hourly),HW CIRC PUMP:Pump Outlet Temperature [C](Hourly),HW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),CW CIRC PUMP:Pump Outlet Temperature [C](Hourly),CW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),MIXED AIR NODE 1:System Node Temperature [C](Hourly),MIXED AIR NODE 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),MIXED AIR NODE 1:System Node Dewpoint Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),VAV SYS 1 OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),VAV SYS 1 OUTLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Temperature [C](Hourly),OA MIXING BOX 1 INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA MIXING BOX 1 INLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Setpoint Temperature [C](Hourly),Electricity:Facility [J](TimeStep) 
 07/19  00:15:00,,23.775,86.75,25.11813226078564,,22.760497972484412,,22.74409886887668,,22.76086182325899,,22.91873332606799,,22.60656347457116,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.30852799399857295,-0.305922789802082,-0.308269832091485,-0.25997619048224047,-0.3699755381652254,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  00:30:00,,23.85,86.5,24.971188678145747,,22.71520856111881,,22.697517662286653,,22.715469204005323,,22.84897925080943,,22.56509648311987,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.3205126086877801,-0.318348468470031,-0.32028936381855366,-0.2784843778791214,-0.38079560910877597,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  00:45:00,,23.925,86.25,24.829976833890846,,22.675224171943267,,22.655206645238408,,22.675173482384295,,22.78658840015064,,22.52548631913145,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.3312687540787258,-0.3297274108683822,-0.3311227326651831,-0.2951352268002936,-0.3911343417529248,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  01:00:00,23.8875,24.0,86.0,24.694639694009727,21.43009321405909,22.638880924374778,21.43009321405909,22.616194857926395,21.43009321405909,22.638428471352434,21.43009321405909,22.730174113929973,21.43009321405909,22.487785547018515,21.43009321405909,24.90348436670799,0.0,0.0,22.697452907480315,15.840000000000002,0.0,22.678254508582036,6.840000000000001,0.0,22.69748324525026,15.840000000000002,0.0,22.821118772739506,6.840000000000001,0.0,22.54623295596025,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.34106030577057284,-0.3402191261221535,-0.3410140189128909,-0.31020311605167394,-0.4009802919620651,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,25.047552171916415,0.01714907050665592,21.43009321405909,25.047552171916415,0.0,0.01714907050665592,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.8875,0.0,0.017196118020025512,11.5,23.8875,0.0,0.017196118020025512,4.5,1237500.0 
 07/19  01:15:00,,23.975,86.0,24.566441918159654,,22.603295674584064,,22.57849453146202,,22.602533938725113,,22.6773937316437,,22.453428739211446,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.35075319316216036,-0.3504242315165933,-0.35077738013861565,-0.32437451328312245,-0.4091052922940636,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  01:30:00,,23.95,86.0,24.444470231518302,,22.568273478059208,,22.541985020416583,,22.567295023820193,,22.627812453022823,,22.419563885493293,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.36014867917684595,-0.3602209079952368,-0.36022818944646817,-0.3376110523839041,-0.417664233646706,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  01:45:00,,23.924999999999997,86.0,24.328256121232144,,22.534618587360267,,22.50718315723326,,22.53345765262122,,22.581676002975172,,22.385767744833796,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.36913102005317133,-0.3695365469144247,-0.36925925232122286,-0.34991012520382875,-0.4260612967888374,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  02:00:00,23.9375,23.9,86.0,24.21767277583273,21.420874594847426,22.50269709151464,21.420874594847426,22.474246997783986,21.420874594847426,22.501358994210417,21.420874594847426,22.538909686866443,21.420874594847426,22.352712215144134,21.420874594847426,24.38921026168571,0.0,0.0,22.552221207879548,15.840000000000002,0.0,22.52547742672396,6.840000000000001,0.0,22.55116140234424,15.840000000000002,0.0,22.606447968627037,6.840000000000001,0.0,22.40286814617067,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.37766370606724997,-0.378366981448499,-0.37783873348671654,-0.36132855070308556,-0.4342316201147381,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,24.508451991229958,0.017149070506655924,21.420874594847426,24.508451991229958,0.0,0.017149070506655924,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.9375,0.0,0.017182431390295287,11.5,23.9375,0.0,0.017182431390295287,4.5,1237500.0 
 07/19  02:15:00,,23.874999999999996,86.25,24.11253583276158,,22.47249175087297,,22.443088957337626,,22.470990894927915,,22.49922408863624,,22.320867209060605,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.3857307808325264,-0.3867126204970763,-0.385947769554387,-0.37191976302891816,-0.4420873062658842,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  02:30:00,,23.85,86.5,24.01255043124203,,22.44381681890186,,22.41352464099015,,22.442171301734806,,22.46226108951937,,22.29035881405339,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.3933952260317028,-0.3946369072554318,-0.39365046524485486,-0.38179266077533863,-0.44961783756186474,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  02:45:00,,23.825000000000003,86.75,23.917397257086897,,22.416510276119805,,22.385399679411027,,22.414734139370047,,22.42771622195503,,22.261172440459966,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.40069385059542856,-0.40217667013192243,-0.40098429461329105,-0.3910235186269221,-0.45682397409777975,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  03:00:00,23.8375,23.8,87.0,23.826784227466998,21.413367689912594,22.390551976827425,21.413367689912594,22.358604978848394,21.413367689912594,22.388642102487697,21.413367689912594,22.395350258582567,21.413367689912594,22.233270986439827,21.413367689912594,23.967316937139376,0.0,0.0,22.430842705680515,15.840000000000002,0.0,22.4001545641468,6.840000000000001,0.0,22.42913460963012,15.840000000000002,0.0,22.4461379146733,6.840000000000001,0.0,22.27641736250345,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.40762690120886974,-0.4093605108865622,-0.40795417682747276,-0.3996751304646676,-0.4637142164791922,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,24.06503907423081,0.01714907050665592,21.413367689912594,24.06503907423081,0.0,0.01714907050665592,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.8375,0.0,0.017212190803202146,11.5,23.8375,0.0,0.017212190803202146,4.5,1237500.0 
 07/19  03:15:00,,23.775000000000002,87.0,23.74094847190701,,22.366514909136363,,22.333038313461074,,22.364915866949598,,22.364948671013984,,22.206630629005826,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.41359029895914773,-0.4161686829392457,-0.4139481072053372,-0.40775723814269427,-0.4702466317177465,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  03:30:00,,23.75,87.0,23.659263883844098,,22.342894337068504,,22.30864199980468,,22.34151496673793,,22.336355925498978,,22.18124019149301,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.41963738205549506,-0.4226611091201741,-0.41997462433219307,-0.4153555252025007,-0.47647125136603524,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  03:45:00,,23.724999999999998,87.0,23.581316184304583,,22.31912497464212,,22.285356643897746,,22.317812054857665,,22.309427720507077,,22.157056860922317,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4256863617844887,-0.42885715519603496,-0.4260154350330117,-0.42251164990387746,-0.4824014362747631,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  04:00:00,23.7375,23.7,87.0,23.50692040124179,21.40972060083034,22.296038004282465,21.40972060083034,22.263309496084325,21.40972060083034,22.294716953471863,21.40972060083034,22.28401611343856,21.40972060083034,22.134012273848004,21.40972060083034,23.62211223532437,0.0,0.0,22.331143056282365,15.840000000000002,0.0,22.297586613311957,6.840000000000001,0.0,22.329739960504263,15.840000000000002,0.0,22.323687107614653,6.840000000000001,0.0,22.169734988817286,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.4314907839027719,-0.43471394996991763,-0.43182698562284844,-0.4292653555549926,-0.4880544302572959,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,23.70207819188067,0.01714907050665592,21.40972060083034,23.70207819188067,0.0,0.01714907050665592,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.7375,0.0,0.01718623609828594,11.5,23.7375,0.0,0.01718623609828594,4.5,1237500.0 
 07/19  04:15:00,,23.724999999999998,87.0,23.43633233000798,,22.274796545723852,,22.243088249170714,,22.27340248086787,,22.261027364293167,,22.11216721916395,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4367565809677354,-0.4400229264007281,-0.4371188371041796,-0.43528142673668985,-0.4933767931519988,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  04:30:00,,23.75,87.0,23.369241115840477,,22.255392052069197,,22.22546318162438,,22.253874078116123,,22.24101141296151,,22.091353951255755,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.44159227119321526,-0.44447447352570296,-0.44199215276222925,-0.4402889271171673,-0.4984581043519594,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  04:45:00,,23.775000000000002,87.0,23.30529318611464,,22.237498066102177,,22.208444647797712,,22.23582371008028,,22.22197306899015,,22.071502191536208,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.44605336585350003,-0.44885197509714286,-0.44649800923236543,-0.4452044980480421,-0.5032980713424262,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  05:00:00,23.7625,23.8,87.0,23.244407412302184,21.41014976991357,22.220898421640122,21.41014976991357,22.19183135505777,21.41014976991357,22.219049238581846,21.41014976991357,22.20362786264198,21.41014976991357,22.05260076328803,21.41014976991357,23.338818511066318,0.0,0.0,22.24714627138384,15.840000000000002,0.0,22.217206858412645,6.840000000000001,0.0,22.24553737691153,15.840000000000002,0.0,22.2319099272217,6.840000000000001,0.0,22.081906031310986,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.4501861151308132,-0.45304502513731343,-0.4506795579251473,-0.44986523506819,-0.5079027291257384,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,23.404446758301223,0.01714907050665592,21.41014976991357,23.404446758301223,0.0,0.01714907050665592,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.7625,0.0,0.017212365402578075,11.5,23.7625,0.0,0.017212365402578075,4.5,1237500.0 
 07/19  05:15:00,,23.825000000000003,87.5,23.186586321854602,,22.205513109828974,,22.176053772449023,,22.20349706395909,,22.186341194796622,,22.034640686839563,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.45399359199260164,-0.4569901171522613,-0.45453201027756235,-0.45421787504313915,-0.5122602808966769,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  05:30:00,,23.85,88.0,23.131798929332994,,22.191276709467633,,22.161298654869743,,22.18911070243619,,22.17026642275653,,22.0176012929628,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.45751216106384385,-0.4606790150895743,-0.4580914654492603,-0.45826264978498127,-0.5163922881745123,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  05:45:00,,23.874999999999996,88.5,23.079976005421912,,22.178115580939227,,22.147547921458415,,22.175813909776686,,22.15536362628415,,22.001455685495266,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4607603897601289,-0.4641140951870112,-0.46137706765183445,-0.4620082937355235,-0.5203054620235719,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  06:00:00,23.862499999999997,23.9,89.0,23.033222699775724,21.412938798548012,22.17206324424868,21.412938798548012,22.157600946400724,21.412938798548012,22.192255370105038,21.412938798548012,22.150559055079217,21.412938798548012,21.98650846875262,21.412938798548012,23.107895989096306,0.0,0.0,22.186742161121128,15.840000000000002,0.0,22.160625323794473,6.840000000000001,0.0,22.190169261569253,15.840000000000002,0.0,22.16563257472913,6.840000000000001,0.0,22.01005153351256,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.4618876435145811,-0.4599843468544166,-0.4550075048857539,-0.4627479596318317,-0.5239006181681848,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,23.16069216722792,0.017149070506655924,21.412938798548012,23.16069216722792,0.0,0.017149070506655924,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.862499999999997,0.0,0.017572109585132445,11.5,23.862499999999997,0.0,0.017572109585132445,4.5,1237500.0 
 07/19  06:15:00,,23.9,89.0,22.99089523820802,,22.169728168359754,,22.18046022885531,,22.22370117195479,,22.151277899939075,,21.97312520507703,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4624611019335238,-0.4539728665380458,-0.4468904007713064,-0.4625771775997354,-0.527033857261795,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  06:30:00,,23.9,89.0,22.952670740826076,,22.169454932270035,,22.208474118794737,,22.25905901071906,,22.155079946293288,,21.961585656210733,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4624024203972642,-0.44636558544184196,-0.437492193603078,-0.46148109203718235,-0.5296978745664831,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  06:45:00,,23.9,89.0,22.926028641615417,,22.18864960626912,,22.34889256195208,,22.426319913413547,,22.1832519186228,,21.952613102128478,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4564443346459279,-0.4026108583732281,-0.38476044833883527,-0.453081180462599,-0.5316618737398157,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  07:00:00,23.9,23.9,89.0,22.91995137586801,21.419587753081796,22.228843899257644,21.419587753081796,22.57801634541544,21.419587753081796,22.69543330275807,21.419587753081796,22.235731804217448,21.419587753081796,21.94906762193327,21.419587753081796,22.94738649912938,0.0,0.0,22.189169151539136,15.840000000000002,0.0,22.328960813754392,6.840000000000001,0.0,22.401128349711364,15.840000000000002,0.0,22.181335392268153,6.840000000000001,0.0,21.959097896337376,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.44578926982206185,-0.3320886300617735,-0.3030980115222158,-0.43722469945407066,-0.5320526723973628,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,22.97570433010631,0.017149070506655924,21.419587753081796,22.97570433010631,0.0,0.017149070506655924,13.0,82.0,0.0,0.0,0.0,7.22,0.0,23.9,0.0,0.017759173295132283,11.5,23.9,0.0,0.017759173295132283,4.5,1237500.0 
 07/19  07:15:00,,24.074999999999996,88.0,22.954629309714267,,22.298073839342408,,22.906177405213406,,23.058428827598263,,22.313440079196624,,21.953980902069283,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.4269640194736177,-0.2338888438455308,-0.1944905326247185,-0.4145858805293673,-0.5302280020768761,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  07:30:00,,24.25,87.0,23.011683628854723,,22.39737706443882,,23.343735164208198,,23.53287670106598,,22.42644790511863,,21.971009059634184,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.40165096096064856,-0.11736388693784723,-0.0705747983401249,-0.384259005230527,-0.5252967954402584,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  07:45:00,,24.425000000000004,86.0,23.061858402072964,,22.5012501986429,,23.75811674656795,,23.95779566775868,,22.554011959132808,,22.000170348042662,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.3714306901196615,-0.008505613174675224,0.0386174160635271,-0.3498950509141417,-0.5173540767103285,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  08:00:00,24.3375,24.6,85.0,23.12434689671148,21.42709236403472,22.62023222134941,21.42709236403472,24.159939130317582,21.42709236403472,24.347751211829816,21.42709236403472,22.697193942646784,21.42709236403472,22.039756377460613,21.42709236403472,23.03812955933836,0.0,0.0,22.454233330943385,15.840000000000002,0.0,23.541992111576782,6.840000000000001,0.0,23.724213102063185,15.840000000000002,0.0,22.497773471523708,6.840000000000001,0.0,21.991229171801685,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.33977489748400347,0.09781968324506027,0.14015506792569546,-0.3116670724165606,-0.506940208913328,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,23.007803837690147,0.01714907050665592,21.42709236403472,23.007803837690147,0.0,0.01714907050665592,13.0,82.0,0.0,0.0,0.0,7.22,0.0,24.3375,0.0,0.017708357346500815,11.5,24.3375,0.0,0.017708357346500815,4.5,1237500.0 
 07/19  08:15:00,,24.975,82.75,23.209039257398572,,22.75591288224254,,24.560326815536897,,24.722307123514852,,22.857579634845447,,22.087909486955436,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.3036527669829893,0.20360683386877942,0.23777738978245846,-0.2689035382650984,-0.49453877111151784,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  08:30:00,,25.35,80.5,23.314575314500303,,22.905936587100257,,24.953740356618393,,25.079866763411008,,23.032809963314534,,22.143401991461026,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.2641696248569179,0.3070756429808873,0.3305044162065569,-0.2225703048273573,-0.4803962030630141,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  08:45:00,,25.725,78.25,23.432847487526573,,23.0529185711981,,25.265027533403405,,25.348150134802907,,23.204200155339834,,22.204441584406194,,,,,,,,,,,,,,,,,,,,,,,,1375.0,-0.2271817377959658,0.38115149699198814,0.3915196074217062,-0.17888655756976804,-0.46500178135841513,0.0,16.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237500.0 
 07/19  09:00:00,25.5375,26.1,76.0,23.557645847855078,21.430736483930165,23.180506593235688,21.430736483930165,25.44827681388885,21.430736483930165,25.484979243333626,21.430736483930165,23.366205556691842,21.430736483930165,22.267974313178794,21.430736483930165,23.378526976820133,0.0,0.0,22.973818658444145,15.840000000000002,0.0,25.056842879861886,6.840000000000001,0.0,25.158825816265598,15.840000000000002,0.0,23.115198827547914,6.840000000000001,0.0,22.175931844000363,29.640000000000004,0.0,0.0,0.0,0.0,0.0,1375.0,-0.19644504373274055,0.4184990999775516,0.41551743427921434,-0.13738011299454606,-0.44920290351627207,0.0,16.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.22,0.0,0.0,82.0,0.0,7.22,0.0,23.307236979480756,0.01714907050665592,21.430736483930165,23.307236979480756,0.0,0.01714907050665592,13.0,82.0,0.0,0.0,0.0,7.22,0.0,25.5375,0.0,0.017436631611775586,11.5,25.5375,0.0,0.017436631611775586,4.5,1237500.0 
