Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
08:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
08:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
08:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
09:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
09:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
09:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
09:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
10:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
10:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
10:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
10:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
11:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
11:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
11:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
11:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
12:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
12:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
12:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
12:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
13:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
13:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
13:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
13:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
14:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
14:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
14:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
14:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
15:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
15:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
15:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
15:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
16:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
16:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
16:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
16:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
17:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
17:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
17:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
17:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
18:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
18:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
18:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
18:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
19:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
19:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
19:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
19:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
20:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
20:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
20:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
20:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
21:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
21:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
21:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
21:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
22:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
22:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
22:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
22:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
23:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
23:15:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
23:30:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
23:45:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05
24:00:00,3.097880E-05,1.716910E-05,3.168367E-05,1.908094E-05,3.077992E-05,0.000000E+00,6.514218E-05

Time,CHILLED WATER LOOP:OA COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLED WATER LOOP:MAIN COOLING COIL 1:Design Water Volume Flow Rate [m3/s]
00:15:00,2.838456E-04,2.728389E-04
00:30:00,2.838456E-04,2.728389E-04
00:45:00,2.838456E-04,2.728389E-04
01:00:00,2.838456E-04,2.728389E-04
01:15:00,2.838456E-04,2.728389E-04
01:30:00,2.838456E-04,2.728389E-04
01:45:00,2.838456E-04,2.728389E-04
02:00:00,2.838456E-04,2.728389E-04
02:15:00,2.838456E-04,2.728389E-04
02:30:00,2.838456E-04,2.728389E-04
02:45:00,2.838456E-04,2.728389E-04
03:00:00,2.838456E-04,2.728389E-04
03:15:00,2.838456E-04,2.728389E-04
03:30:00,2.838456E-04,2.728389E-04
03:45:00,2.838456E-04,2.728389E-04
04:00:00,2.838456E-04,2.728389E-04
04:15:00,2.838456E-04,2.728389E-04
04:30:00,2.838456E-04,2.728389E-04
04:45:00,2.838456E-04,2.728389E-04
05:00:00,2.838456E-04,2.728389E-04
05:15:00,2.838456E-04,2.728389E-04
05:30:00,2.838456E-04,2.728389E-04
05:45:00,2.838456E-04,2.728389E-04
06:00:00,2.838456E-04,2.728389E-04
06:15:00,2.838456E-04,2.728389E-04
06:30:00,2.838456E-04,2.728389E-04
06:45:00,2.838456E-04,2.728389E-04
07:00:00,2.838456E-04,2.728389E-04
07:15:00,2.838456E-04,2.728389E-04
07:30:00,2.838456E-04,2.728389E-04
07:45:00,2.979722E-04,2.864177E-04
08:00:00,3.367627E-04,3.237041E-04
08:15:00,4.064100E-04,3.906507E-04
08:30:00,4.762896E-04,4.578205E-04
08:45:00,5.436407E-04,5.225600E-04
09:00:00,6.292180E-04,6.048189E-04
09:15:00,7.191268E-04,6.912412E-04
09:30:00,8.163858E-04,7.847289E-04
09:45:00,8.954909E-04,8.607665E-04
10:00:00,9.779155E-04,9.399950E-04
10:15:00,1.001407E-03,9.625754E-04
10:30:00,1.019137E-03,9.796178E-04
10:45:00,1.031163E-03,9.911779E-04
11:00:00,1.039051E-03,9.987602E-04
11:15:00,1.028792E-03,9.888988E-04
11:30:00,1.015214E-03,9.758472E-04
11:45:00,9.997632E-04,9.609954E-04
12:00:00,9.834290E-04,9.452946E-04
12:15:00,9.529368E-04,9.159848E-04
12:30:00,9.225468E-04,8.867732E-04
12:45:00,8.934435E-04,8.587985E-04
13:00:00,8.662936E-04,8.327014E-04
13:15:00,8.972889E-04,8.624948E-04
13:30:00,9.337691E-04,8.975604E-04
13:45:00,9.742003E-04,9.364237E-04
14:00:00,1.017664E-03,9.782023E-04
14:15:00,1.041845E-03,1.001445E-03
14:30:00,1.066881E-03,1.025511E-03
14:45:00,1.093943E-03,1.051524E-03
15:00:00,1.121640E-03,1.078146E-03
15:15:00,1.134413E-03,1.090424E-03
15:30:00,1.145407E-03,1.100991E-03
15:45:00,1.152822E-03,1.108120E-03
16:00:00,1.157323E-03,1.112445E-03
16:15:00,1.149884E-03,1.105295E-03
16:30:00,1.138845E-03,1.094684E-03
16:45:00,1.123857E-03,1.080277E-03
17:00:00,1.104815E-03,1.061974E-03
17:15:00,1.099270E-03,1.056644E-03
17:30:00,1.089266E-03,1.047028E-03
17:45:00,1.072778E-03,1.031179E-03
18:00:00,1.046190E-03,1.005622E-03
18:15:00,9.452241E-04,9.085712E-04
18:30:00,8.294071E-04,7.972452E-04
18:45:00,7.074179E-04,6.799864E-04
19:00:00,5.859424E-04,5.632213E-04
19:15:00,5.017170E-04,4.822620E-04
19:30:00,4.386160E-04,4.216078E-04
19:45:00,3.794272E-04,3.647142E-04
20:00:00,3.233618E-04,3.108228E-04
20:15:00,2.995715E-04,2.879550E-04
20:30:00,2.904034E-04,2.791424E-04
20:45:00,2.838456E-04,2.728389E-04
21:00:00,2.838456E-04,2.728389E-04
21:15:00,2.838456E-04,2.728389E-04
21:30:00,2.838456E-04,2.728389E-04
21:45:00,2.838456E-04,2.728389E-04
22:00:00,2.838456E-04,2.728389E-04
22:15:00,2.838456E-04,2.728389E-04
22:30:00,2.838456E-04,2.728389E-04
22:45:00,2.838456E-04,2.728389E-04
23:00:00,2.838456E-04,2.728389E-04
23:15:00,2.838456E-04,2.728389E-04
23:30:00,2.838456E-04,2.728389E-04
23:45:00,2.838456E-04,2.728389E-04
24:00:00,2.838456E-04,2.728389E-04

