Time,SPACE1-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE1-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE1-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE1-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE1-1::Des Latent Heat Load [W],SPACE1-1::Des Latent Cool Load [W],SPACE1-1::Des Latent Heat Mass Flow [kg/s],SPACE1-1::Des Latent Cool Mass Flow [kg/s],SPACE1-1::Des Heat Load No DOAS [W],SPACE1-1::Des Sens Cool Load No DOAS [W],SPACE1-1::Des Latent Heat Load No DOAS [W],SPACE1-1::Des Latent Cool Load No DOAS [W],SPACE1-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Temperature [C],SPACE1-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Relative Humidity [%],SPACE1-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Temperature [C],SPACE1-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Relative Humidity [%],SPACE2-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE2-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE2-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE2-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE2-1::Des Latent Heat Load [W],SPACE2-1::Des Latent Cool Load [W],SPACE2-1::Des Latent Heat Mass Flow [kg/s],SPACE2-1::Des Latent Cool Mass Flow [kg/s],SPACE2-1::Des Heat Load No DOAS [W],SPACE2-1::Des Sens Cool Load No DOAS [W],SPACE2-1::Des Latent Heat Load No DOAS [W],SPACE2-1::Des Latent Cool Load No DOAS [W],SPACE2-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Temperature [C],SPACE2-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Relative Humidity [%],SPACE2-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Temperature [C],SPACE2-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Relative Humidity [%],SPACE3-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE3-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE3-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE3-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE3-1::Des Latent Heat Load [W],SPACE3-1::Des Latent Cool Load [W],SPACE3-1::Des Latent Heat Mass Flow [kg/s],SPACE3-1::Des Latent Cool Mass Flow [kg/s],SPACE3-1::Des Heat Load No DOAS [W],SPACE3-1::Des Sens Cool Load No DOAS [W],SPACE3-1::Des Latent Heat Load No DOAS [W],SPACE3-1::Des Latent Cool Load No DOAS [W],SPACE3-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Temperature [C],SPACE3-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Relative Humidity [%],SPACE3-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Temperature [C],SPACE3-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Relative Humidity [%],SPACE4-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE4-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE4-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE4-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE4-1::Des Latent Heat Load [W],SPACE4-1::Des Latent Cool Load [W],SPACE4-1::Des Latent Heat Mass Flow [kg/s],SPACE4-1::Des Latent Cool Mass Flow [kg/s],SPACE4-1::Des Heat Load No DOAS [W],SPACE4-1::Des Sens Cool Load No DOAS [W],SPACE4-1::Des Latent Heat Load No DOAS [W],SPACE4-1::Des Latent Cool Load No DOAS [W],SPACE4-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Temperature [C],SPACE4-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Relative Humidity [%],SPACE4-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Temperature [C],SPACE4-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Relative Humidity [%],SPACE5-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],SPACE5-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],SPACE5-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],SPACE5-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],SPACE5-1::Des Latent Heat Load [W],SPACE5-1::Des Latent Cool Load [W],SPACE5-1::Des Latent Heat Mass Flow [kg/s],SPACE5-1::Des Latent Cool Mass Flow [kg/s],SPACE5-1::Des Heat Load No DOAS [W],SPACE5-1::Des Sens Cool Load No DOAS [W],SPACE5-1::Des Latent Heat Load No DOAS [W],SPACE5-1::Des Latent Cool Load No DOAS [W],SPACE5-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Temperature [C],SPACE5-1:HYDERABAD ANNUAL HEATING 99% DESIGN CONDITIONS DB:Heating Zone Relative Humidity [%],SPACE5-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Temperature [C],SPACE5-1:HYDERABAD ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Cooling Zone Relative Humidity [%]
02:45:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.243652E+01,5.103182E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.236827E+01,5.177722E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.235402E+01,5.188815E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.238973E+01,5.045054E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.186359E+01,5.844179E+01
03:00:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.238614E+01,5.118839E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.231762E+01,5.193700E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.230403E+01,5.204623E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.233629E+01,5.061481E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.182384E+01,5.858383E+01
03:15:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.233770E+01,5.133941E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.226888E+01,5.209131E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.225594E+01,5.219879E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.228510E+01,5.077269E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.178562E+01,5.872077E+01
03:30:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.229106E+01,5.148534E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.222192E+01,5.224044E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.220961E+01,5.234624E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.223603E+01,5.092461E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.174888E+01,5.885274E+01
03:45:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.224620E+01,5.162611E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.217677E+01,5.238430E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.216504E+01,5.248853E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.218903E+01,5.107057E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.171368E+01,5.897951E+01
04:00:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.220295E+01,5.176226E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.213325E+01,5.252339E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.212206E+01,5.262617E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.214390E+01,5.121117E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.167987E+01,5.910153E+01
04:15:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.216115E+01,5.189424E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.209121E+01,5.265812E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.208052E+01,5.275959E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.210047E+01,5.134689E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.164735E+01,5.921919E+01
04:30:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.212147E+01,5.201983E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.205115E+01,5.278687E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.204105E+01,5.288671E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.205920E+01,5.147624E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.161605E+01,5.933268E+01
04:45:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.208387E+01,5.213919E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.201300E+01,5.290984E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.200359E+01,5.300767E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.201998E+01,5.159947E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.158595E+01,5.944208E+01
05:00:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.204795E+01,5.225350E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.197646E+01,5.302791E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.196778E+01,5.312358E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.198253E+01,5.171750E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.155700E+01,5.954748E+01
05:15:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.201344E+01,5.236357E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.194134E+01,5.314164E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.193339E+01,5.323520E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.194662E+01,5.183094E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.152918E+01,5.964897E+01
05:30:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.198313E+01,5.246049E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.190970E+01,5.324437E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.190298E+01,5.333410E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.191428E+01,5.193332E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.150246E+01,5.974662E+01
05:45:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.195721E+01,5.254350E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.188156E+01,5.333590E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.187676E+01,5.341954E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.188555E+01,5.202450E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.147685E+01,5.984039E+01
06:00:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.193474E+01,5.261560E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.185647E+01,5.341769E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.185388E+01,5.349422E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.185993E+01,5.210594E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.145238E+01,5.993015E+01
06:15:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.191438E+01,5.268101E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.183335E+01,5.349316E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.183308E+01,5.356222E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.183636E+01,5.218100E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.142908E+01,6.001574E+01
06:30:00,9.049951E+02,0.000000E+00,3.216031E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220113E+01,2.863339E+01,2.191861E+01,5.266742E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.208444E+01,5.267986E+01,8.998845E+02,0.000000E+00,3.197871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220114E+01,2.866252E+01,2.206516E+01,5.280901E+01,4.011952E+02,0.000000E+00,1.425703E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220108E+01,2.856602E+01,2.183881E+01,5.217320E+01,9.370964E+02,0.000000E+00,3.330122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.220125E+01,3.267279E+01,2.140310E+01,6.011135E+01
